1,Kill Yourself (Part III),$uicideBoy$,.
899,I Wanna Know (feat. Bea Miller),NOTD,.
900,So Close,NOTD,.
901,Options,NSG,.
902,Clout (feat. Cardi B),Offset,.
903,How Did I Get Here (feat. J. Cole),Offset,.
904,Legacy (feat. Travis Scott & 21 Savage),Offset,.
905,Lick,Offset,.
906,Red Room,Offset,.
907,Ric Flair Drip (& Metro Boomin),Offset,.
908,Wild Wild West (feat. Gunna),Offset,.
909,Alien Boy,Oliver Tree,.
910,Hurt,Oliver Tree,.
911,hate u love u,Olivia O'Brien,.
912,Story of My Life,One Direction,.
913,Connection,OneRepublic,.
914,Hey Ya! - Radio Mix / Club Mix,OutKast,.
915,Ms. Jackson,OutKast,.
916,Fireflies,Owl City,.
917,Baila Baila Baila,Ozuna,.
918,Cama Vacia,Ozuna,.
919,Devuelveme,Ozuna,.
920,El Farsante - Remix,Ozuna,.
921,Ibiza,Ozuna,.
922,La Modelo,Ozuna,.
923,Luz Apaga,Ozuna,.
924,Me Dijeron,Ozuna,.
925,Se PreparÃ³,Ozuna,.
926,SÃ­guelo Bailando,Ozuna,.
927,Solita,Ozuna,.
928,Unica,Ozuna,.
929,Vaina Loca,Ozuna,.
930,A Million Dreams,P!nk,.
931,Walk Me Home,P!nk,.
932,What About Us,P!nk,.
933,No Te Enamores,Paloma Mami,.
934,Not Steady,Paloma Mami,.
935,Death Of A Bachelor,Panic! At The Disco,.
936,High Hopes,Panic! At The Disco,.
937,I Write Sins Not Tragedies,Panic! At The Disco,.
938,Say Amen (Saturday Night),Panic! At The Disco,.
939,Last Resort,Papa Roach,.
940,Backin' It Up (feat. Cardi B),Pardison Fontaine,.
941,You Can Call Me Al,Paul Simon,.
942,Adan y Eva,Paulo Londra,.
943,Chica Paranormal,Paulo Londra,.
944,Forever Alone,Paulo Londra,.
945,Nena MaldiciÃ³n (feat. Lenny TavÃ¡rez),Paulo Londra,.
946,Alive,Pearl Jam,.
947,Calma,Pedro CapÃ³,.
948,Calma - Remix,Pedro CapÃ³,.
949,In My Head,Peter Manos,.
950,In The Air Tonight - 2015 Remastered,Phil Collins,.
951,You Can't Hurry Love - 2016 Remastered,Phil Collins,.
952,Another Brick in the Wall Pt. 2,Pink Floyd,.
953,Wish You Were Here,Pink Floyd,.
954,Honesty,Pink Sweat$,.
955,DÃ©jala que vuelva (feat. Manuel Turizo),Piso 21,.
956,Puntos Suspensivos,Piso 21,.
957,Te Amo,Piso 21,.
958,Te Vi,Piso 21,.
959,Give Me Everything,Pitbull,.
960,Timber,Pitbull,.
961,Time of Our Lives,Pitbull,.
962,Hey There Delilah,Plain White T's,.
963,Magnolia,Playboi Carti,.
964,Shoota (feat. Lil Uzi Vert),Playboi Carti,.
965,wokeuplikethis*,Playboi Carti,.
966,Pop Out (feat. Lil TJay),Polo G,.
967,92 Explorer,Post Malone,.
968,Ball For Me (feat. Nicki Minaj),Post Malone,.
969,Better Now,Post Malone,.
970,Candy Paint,Post Malone,.
971,Congratulations,Post Malone,.
972,Deja Vu,Post Malone,.
973,Go Flex,Post Malone,.
974,I Fall Apart,Post Malone,.
975,No Option,Post Malone,.
976,Otherside,Post Malone,.
977,Over Now,Post Malone,.
978,Paranoid,Post Malone,.
979,Psycho (feat. Ty Dolla $ign),Post Malone,.
980,Rich & Sad,Post Malone,.
981,rockstar (feat. 21 Savage),Post Malone,.
982,Same Bitches (feat. G-Eazy & YG),Post Malone,.
983,Spoil My Night (feat. Swae Lee),Post Malone,.
984,Stay,Post Malone,.
985,Sugar Wraith,Post Malone,.
986,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,.
987,Takin' Shots,Post Malone,.
988,Too Young,Post Malone,.
989,White Iverson,Post Malone,.
990,Wow.,Post Malone,.
991,Zack And Codeine,Post Malone,.
992,Adicto,Prince Royce,.
993,El Clavo - Remix,Prince Royce,.
994,FLIP THE SWITCH (feat. Drake),Quavo,.
995,LOSE IT (feat. Lil Baby),Quavo,.
996,WORKIN ME,Quavo,.
997,Bohemian Rhapsody - Remastered 2011,Queen,.
998,Don't Stop Me Now - Remastered,Queen,.
999,Somebody To Love - Remastered 2011,Queen,.
1000,Under Pressure - Remastered,Queen,.
1001,Losing My Religion,R.E.M.,.
1002,Fight Song,Rachel Platten,.
1003,Creep,Radiohead,.
1004,Black Beatles,Rae Sremmurd,.
1005,Come Get Her,Rae Sremmurd,.
1006,Guatemala - From Swaecation,Rae Sremmurd,.
1007,No Type,Rae Sremmurd,.
1008,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,.
1009,Swang,Rae Sremmurd,.
1010,Killing In The Name,Rage Against The Machine,.
1011,Human,Rag'n'Bone Man,.
1012,Barking,Ramz,.
1013,Que Le De,Rauw Alejandro,.
1014,Californication,Red Hot Chili Peppers,.
1015,Can't Stop,Red Hot Chili Peppers,.
1016,Dani California,Red Hot Chili Peppers,.
1017,Otherside,Red Hot Chili Peppers,.
1018,Scar Tissue,Red Hot Chili Peppers,.
1019,Snow (Hey Oh),Red Hot Chili Peppers,.
1020,Under The Bridge,Red Hot Chili Peppers,.
1021,Amigos Con Derechos,Reik,.
1022,Me Niego,Reik,.
1023,RÃ¡ptame,Reik,.
1024,Best Friend,Rex Orange County,.
1025,Loving Is Easy,Rex Orange County,.
1026,Sunflower,Rex Orange County,.
1027,Domingo (feat. Cosculluela),Reykon,.
1028,4 Phones,Rich The Kid,.
1029,New Freezer (feat. Kendrick Lamar),Rich The Kid,.
1030,Plug Walk,Rich The Kid,.
1031,Splashin,Rich The Kid,.
1032,Bitch Better Have My Money,Rihanna,.
1033,Don't Stop The Music,Rihanna,.
1034,FourFiveSeconds,Rihanna,.
1035,Pon de Replay,Rihanna,.
1036,Take A Bow,Rihanna,.
1037,Umbrella,Rihanna,.
1038,Anywhere,Rita Ora,.
1039,Girls (feat. Cardi B Bebe Rexha & Charli XCX),Rita Ora,.
1040,Let You Love Me,Rita Ora,.
1041,Only Want You,Rita Ora,.
1042,Your Song,Rita Ora,.
1043,Chill Bill,Rob $tone,.
1044,Speechless (feat. Erika Sirola),Robin Schulz,.
1045,Sugar (feat. Francesco Yates),Robin Schulz,.
1046,Die Young,Roddy Ricch,.
1047,Every Season,Roddy Ricch,.
1048,Me Voy,Rombai,.
1049,Lay By Me,Ruben,.
1050,These Days (feat. Jess Glynne Macklemore & Dan Caplen),Rudimental,.
1051,Dazed & Confused,Ruel,.
1052,Younger,Ruel,.
1053,Losin Control,Russ,.
1054,Missin You Crazy,Russ,.
1055,Psycho Pt. 2,Russ,.
1056,Lost Boy,Ruth B.,.
1057,Ponle,Rvssian,.
1058,Sue Me,Sabrina Carpenter,.
1059,Body Like A Back Road,Sam Hunt,.
1060,Dancing With A Stranger (with Normani),Sam Smith,.
1061,"Fire On Fire - From ""Watership Down""",Sam Smith,.
1062,I'm Not The Only One,Sam Smith,.
1063,Stay With Me,Sam Smith,.
1064,Too Good At Goodbyes,Sam Smith,.
1065,Love Song,Sara Bareilles,.
1066,X (with 2 Chainz & Saudi),ScHoolboy Q,.
1067,Wind Of Change,Scorpions,.
1068,Beautiful Girls,Sean Kingston,.
1069,No Lie,Sean Paul,.
1070,Temperature,Sean Paul,.
1071,No Hay Nadie MÃ¡s,Sebastian Yatra,.
1072,Un AÃ±o,Sebastian Yatra,.
1073,Vuelve,Sebastian Yatra,.
1074,Ya No Tiene Novio,Sebastian Yatra,.
1075,Grip,Seeb,.
1076,Back To You,Selena Gomez,.
1077,Back To You - From 13 Reasons Why â€“ Season 2 Soundtrack,Selena Gomez,.
1078,Bad Liar,Selena Gomez,.
1079,Wolves,Selena Gomez,.
1080,Chantaje (feat. Maluma),Shakira,.
1081,Clandestino,Shakira,.
1082,Hips Don't Lie,Shakira,.
1083,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,.
1084,Fallin' All In You,Shawn Mendes,.
1085,In My Blood,Shawn Mendes,.
1086,Lost In Japan,Shawn Mendes,.
1087,Lost In Japan - Remix,Shawn Mendes,.
1088,Mercy,Shawn Mendes,.
1089,Nervous,Shawn Mendes,.
1090,There's Nothing Holdin' Me Back,Shawn Mendes,.
1091,Treat You Better,Shawn Mendes,.
1092,Use Somebody - Recorded at Spotify Studios NYC,Shawn Mendes,.
1093,Where Were You In The Morning?,Shawn Mendes,.
1094,Youth (feat. Khalid),Shawn Mendes,.
1095,Mo Bamba,Sheck Wes,.
1096,Bands (feat. Ohgeesy Fenix Flexin & Master Kato),Shoreline Mafia,.
1097,Audio (with Sia Diplo & Labrinth),Sia,.
1098,Genius (with Lil Wayne Sia Diplo & Labrinth - Lil Wayne Remix),Sia,.
1099,Genius (with Sia Diplo & Labrinth),Sia,.
1100,The Greatest,Sia,.
1101,Thunderclouds (with Sia Diplo & Labrinth),Sia,.
1102,Just Got Paid,Sigala,.
1103,Lullaby,Sigala,.
1104,Electricity (with Dua Lipa),Silk City,.
1105,Don't You (Forget About Me) - Remastered,Simple Minds,.
1106,Kiss Me,Sixpence None The Richer,.
1107,BabyWipe,Ski Mask The Slump God,.
1108,Catch Me Outside,Ski Mask The Slump God,.
1109,Faucet Failure,Ski Mask The Slump God,.
1110,Foot Fungus,Ski Mask The Slump God,.
1111,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,.
1112,Take A Step Back,Ski Mask The Slump God,.
1113,All Star,Smash Mouth,.
1114,Nephew (feat. Lil Pump),Smokepurpp,.
1115,Young Wild & Free (feat. Bruno Mars),Snoop Dogg,.
1116,Chasing Cars,Snow Patrol,.
1117,Magic In The Hamptons (feat. Lil Yachty),Social House,.
1118,1 2 3 (feat. Jason Derulo & De La Ghetto),Sofia Reyes,.
1119,Almeda,Solange,.
1120,Crank That (Soulja Boy),Soulja Boy,.
1121,Kiss Me Thru The Phone,Soulja Boy,.
1122,Black Hole Sun,Soundgarden,.
1123,Wannabe,Spice Girls,.
1124,Waste It On Me (feat. BTS),Steve Aoki,.
1125,Girls Need Love,Summer Walker,.
1126,Girls Need Love (with Drake) - Remix,Summer Walker,.
1127,La Forma en Que Me Miras,Super Yei,.
1128,Eye of the Tiger,Survivor,.
1129,Don't You Worry Child - Radio Edit,Swedish House Mafia,.
1130,Chop Suey!,System Of A Down,.
1131,Toxicity,System Of A Down,.
1132,Love Galore (feat. Travis Scott),SZA,.
1133,The Weekend,SZA,.
1134,The Weekend - Funk Wav Remix,SZA,.
1135,Casper,Takeoff,.
1136,The Less I Know The Better,Tame Impala,.
1137,The Race,Tay-K,.
1138,Delicate,Taylor Swift,.
1139,Look What You Made Me Do,Taylor Swift,.
1140,Everybody Wants To Rule The World,Tears For Fears,.
1141,No Me Acuerdo,ThalÃ­a,.
1142,It's Not Living (If It's Not With You),The 1975,.
1143,Love It If We Made It,The 1975,.
1144,TOOTIMETOOTIMETOOTIME,The 1975,.
1145,Come Together - Remastered 2009,The Beatles,.
1146,Here Comes The Sun - Remastered 2009,The Beatles,.
1147,Hey Jude - Remastered 2015,The Beatles,.
1148,Let It Be - Remastered 2009,The Beatles,.
1149,Beach House,The Chainsmokers,.
1150,Closer,The Chainsmokers,.
1151,Don't Let Me Down,The Chainsmokers,.
1152,Hope,The Chainsmokers,.
1153,Paris,The Chainsmokers,.
1154,Sick Boy,The Chainsmokers,.
1155,Side Effects,The Chainsmokers,.
1156,Something Just Like This,The Chainsmokers,.
1157,This Feeling,The Chainsmokers,.
1158,Who Do You Love (with 5 Seconds of Summer),The Chainsmokers,.
1159,Should I Stay or Should I Go - Remastered,The Clash,.
1160,Zombie,The Cranberries,.
1161,How to Save a Life,The Fray,.
1162,Iris,The Goo Goo Dolls,.
1163,Mr. Brightside,The Killers,.
1164,Sweater Weather,The Neighbourhood,.
1165,Hypnotize - 2014 Remastered Version,The Notorious B.I.G.,.
1166,Juicy,The Notorious B.I.G.,.
1167,The Kids Aren't Alright,The Offspring,.
1168,You're Gonna Go Far Kid,The Offspring,.
1169,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,.
1170,Paint It Black,The Rolling Stones,.
1171,My Girl,The Temptations,.
1172,All Night,The Vamps,.
1173,Bitter Sweet Symphony,The Verve,.
1174,Call Out My Name,The Weeknd,.
1175,Can't Feel My Face,The Weeknd,.
1176,Die For You,The Weeknd,.
1177,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,.
1178,I Feel It Coming,The Weeknd,.
1179,Pray For Me (with Kendrick Lamar),The Weeknd,.
1180,Starboy,The Weeknd,.
1181,The Hills,The Weeknd,.
1182,Seven Nation Army,The White Stripes,.
1183,Baba O'Riley,The Who,.
1184,Hindi Na Nga,This Band,.
1185,Kahit Ayaw Mo Na,This Band,.
1186,Die A Happy Man,Thomas Rhett,.
1187,Marry Me,Thomas Rhett,.
1188,Jackie Chan,TiÃ«sto,.
1189,No Scrubs,TLC,.
1190,Just You and I,Tom Walker,.
1191,Leave a Light On,Tom Walker,.
1192,Hookah & Sheridan s,Tommy Boysen,.
1193,CROWN,TOMORROW X TOGETHER,.
1194,FeRRis WhEEL (feat. Trippie Redd),Tory Lanez,.
1195,TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,Tory Lanez,.
1196,TAlk tO Me (with Rich The Kid),Tory Lanez,.
1197,Africa,Toto,.
1198,Buy U a Drank (Shawty Snappin'),T-Pain,.
1199,Fast Car,Tracy Chapman,.
1200,Drops of Jupiter,Train,.
1201,Hey Soul Sister,Train,.
1202,Antidote,Travis Scott,.
1203,BUTTERFLY EFFECT,Travis Scott,.
1204,CAN'T SAY,Travis Scott,.
1205,goosebumps,Travis Scott,.
1206,HOUSTONFORNICATION,Travis Scott,.
1207,NO BYSTANDERS,Travis Scott,.
1208,SICKO MODE,Travis Scott,.
1209,SICKO MODE - Skrillex Remix,Travis Scott,.
1210,STARGAZING,Travis Scott,.
1211,STOP TRYING TO BE GOD,Travis Scott,.
1212,WAKE UP,Travis Scott,.
1213,YOSEMITE,Travis Scott,.
1214,Chi Chi (feat. Chris Brown),Trey Songz,.
1215,1400 / 999 Freestyle,Trippie Redd,.
1216,Love Scars,Trippie Redd,.
1217,Love Scars 3,Trippie Redd,.
1218,Shake It Up,Trippie Redd,.
1219,Taking A Walk,Trippie Redd,.
1220,Topanga,Trippie Redd,.
1221,Bola Rebola,Tropkillaz,.
1222,Dance To This (feat. Ariana Grande),Troye Sivan,.
1223,Chlorine,Twenty One Pilots,.
1224,Heathens,Twenty One Pilots,.
1225,Jumpsuit,Twenty One Pilots,.
1226,My Blood,Twenty One Pilots,.
1227,Nico And The Niners,Twenty One Pilots,.
1228,Ride,Twenty One Pilots,.
1229,Stressed Out,Twenty One Pilots,.
1230,Go Fuck Yourself,Two Feet,.
1231,Or Nah (feat. The Weeknd Wiz Khalifa and DJ Mustard) - Remix,Ty Dolla $ign,.
1232,Dip (feat. Nicki Minaj),Tyga,.
1233,Girls Have Fun (feat. G-Eazy & Rich The Kid),Tyga,.
1234,SWISH,Tyga,.
1235,Taste (feat. Offset),Tyga,.
1236,Potato Salad,Tyler The Creator,.
1237,See You Again,Tyler The Creator,.
1238,With Or Without You - Remastered,U2,.
1239,DJ Got Us Fallin' In Love (feat. Pitbull),Usher,.
1240,My Boo,Usher,.
1241,U Remind Me,Usher,.
1242,Yeah! (feat. Lil Jon & Ludacris),Usher,.
1243,Harmony Hall,Vampire Weekend,.
1244,Jump - 2015 Remaster,Van Halen,.
1245,Brown Eyed Girl,Van Morrison,.
1246,Riptide,Vance Joy,.
1247,A Thousand Miles,Vanessa Carlton,.
1248,Shut Up and Dance,WALK THE MOON,.
1249,Hello My Love,Westlife,.
1250,Wake Me up Before You Go-Go,Wham!,.
1251,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,.
1252,8 Letters,Why Don't We,.
1253,Big Plans,Why Don't We,.
1254,Hooked,Why Don't We,.
1255,EscÃ¡pate Conmigo (feat. Ozuna),Wisin,.
1256,Aullando,Wisin & Yandel,.
1257,Callao,Wisin & Yandel,.
1258,ReggaetÃ³n en lo Oscuro,Wisin & Yandel,.
1259,Fr Fr (feat. Lil Skies),Wiz Khalifa,.
1260,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,.
1261,See You Again (feat. Charlie Puth),Wiz Khalifa,.
1262,Unsteady,X Ambassadors,.
1263,True Colors (feat. Maya Avedis),XO Cupid,.
1264,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,.
1265,BAD!,XXXTENTACION,.
1266,Carry On,XXXTENTACION,.
1267,changes,XXXTENTACION,.
1268,Depression & Obsession,XXXTENTACION,.
1269,Everybody Dies In Their Nightmares,XXXTENTACION,.
1270,Fuck Love (feat. Trippie Redd),XXXTENTACION,.
1271,Guardian angel,XXXTENTACION,.
1272,Hope,XXXTENTACION,.
1273,I donâ€™t let go,XXXTENTACION,.
1274,I Don't Wanna Do This Anymore,XXXTENTACION,.
1275,Jocelyn Flores,XXXTENTACION,.
1276,Look At Me!,XXXTENTACION,.
1277,Moonlight,XXXTENTACION,.
1278,NUMB,XXXTENTACION,.
1279,Revenge,XXXTENTACION,.
1280,SAD!,XXXTENTACION,.
1281,Sauce!,XXXTENTACION,.
1282,the remedy for a broken heart (why am I so in love),XXXTENTACION,.
1283,YuNg BrAtZ,XXXTENTACION,.
1284,Sigue Bailandome,Yannc,.
1285,Kung Fu,YBN Cordae,.
1286,If You're Over Me,Years & Years,.
1287,BIG BANK (feat. 2 Chainz Big Sean Nicki Minaj),YG,.
1288,Worth It,YK Osiris,.
1289,Put a Date On It (feat. Lil Baby),Yo Gotti,.
1290,Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,.
1291,Relationship (feat. Future),Young Thug,.
1292,Sin (feat. Jaden Smith),Young Thug,.
1293,1 Thot 2 Thot Red Thot Blue Thot,Yung Gravy,.
1294,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,.
1295,Wild World,Yusuf / Cat Stevens,.
1296,Rewrite The Stars,Zac Efron,.
1297,I Can't Fall in Love Without You,Zara Larsson,.
1298,Lush Life,Zara Larsson,.
1299,Never Forget You,Zara Larsson,..
1300,Ruin My Life,Zara Larsson,.
1301,Dusk Till Dawn - Radio Edit,ZAYN,.
1302,Entertainer,ZAYN,.
1303,Good Years,ZAYN,.
1304,PILLOWTALK,ZAYN,.
1305,There You Are,ZAYN,.
1306,365,Zedd,.
1307,Happy Now,Zedd,.
1308,Stay (with Alessia Cara),Zedd,.
1309,The Middle,Zedd,.
1310,Hola,Zion & Lennox,.
1311,La Player (Bandolera),Zion & Lennox,.
1312,Otra Vez (feat. J Balvin),Zion & Lennox,.
